Timestamp,Service,User Count,Response Time (s),Throughput (req/s),CPU Usage,Replicas,CPU Request
1773164007.259109,emailservice,300,0.0022808163265306053,5.266666666666666,0.011332859748080886,1,0.03
1773164007.259109,cartservice,300,0.01309257275486522,124.4222222222222,0.0822913299121148,1,0.12
1773164007.259109,paymentservice,300,0.001757053941908712,5.222222222222221,0.009083221363789069,1,0.03
1773164007.259109,recommendationservice,300,0.1436056213733079,92.19999999999999,0.23300380818653735,1,0.1
1773164007.259109,currencyservice,300,0.02181156531674486,349.91111111111104,0.1896540257002297,1,0.1
1773164007.259109,shippingservice,300,0.0021311983471074417,37.666666666666664,0.02616594134810352,1,0.05
1773164007.259109,productcatalogservice,300,0.009374639540170156,686.7333333333332,0.206655847029077,1,0.1
1773164007.259109,checkoutservice,300,0.0524792531120332,5.288888888888888,0.03830981914386099,1,0.03
1773164007.259109,frontend,300,1.03453793798178,126.93333333333332,0.47194683396556636,1,0.1
1773164007.259109,adservice,300,0.0054223430702299465,71.57777777777777,0.042613810353975504,1,0.08
1773164067.356161,emailservice,300,0.002006508875739642,3.688888888888888,0.0096503468208092,1,0.03
1773164067.356161,cartservice,300,0.008930717571297134,121.26666666666665,0.07969073807175919,1,0.12
1773164067.356161,paymentservice,300,0.0015595930232558065,3.622222222222222,0.007186325924692657,1,0.03
1773164067.356161,recommendationservice,300,0.11488163869694036,90.44444444444443,0.2247090151499827,1,0.1
1773164067.356161,currencyservice,300,0.019607503272641075,372.51111111111106,0.20177571115973797,1,0.1
1773164067.356161,shippingservice,300,0.0019641361256544495,34.33333333333333,0.02440913639547681,1,0.05
1773164067.356161,productcatalogservice,300,0.007898606902911349,677.3555555555554,0.20504874391761915,1,0.1
1773164067.356161,checkoutservice,300,0.0549593023255814,3.711111111111111,0.03066430160204969,1,0.03
1773164067.356161,frontend,300,0.8592870987763787,125.46666666666665,0.3906086377844345,1,0.1
1773164067.356161,adservice,300,0.005550075734625873,73.88888888888889,0.042447160550011374,1,0.08
1773164127.4771848,emailservice,300,0.002283155080213908,4.244444444444444,0.00981617951478018,1,0.03
1773164127.4771848,cartservice,300,0.04678563165626148,119.75555555555555,0.07925096805938872,1,0.12
1773164127.4771848,paymentservice,300,0.0016484210526315829,4.111111111111111,0.008738048902676376,1,0.03
1773164127.4771848,recommendationservice,300,0.1945412540432945,89.51111111111109,0.2242867445131618,1,0.1
1773164127.4771848,currencyservice,300,0.022813968533592605,365.2,0.1560941106571943,1,0.1
1773164127.4771848,shippingservice,300,0.002175542091836729,34.599999999999994,0.019604483292747835,1,0.05
